dimension,sitc2,score,sitc2_label
6,63,6.23024980552286,"63 - Cork and wood, cork manufactures (excluding furniture)"
6,64,89.0864942574456,"64 - Paper, paperboard, and articles of pulp, of paper or of paperboard"
6,65,13.1962384938129,"65 - Textile yarn, fabrics, made-up articles, n.e.s., and related products"
6,25,17.487929793929,25 - Pulp and waste paper
6,77,119.58156832826,"77 - Electric machinery, apparatus and appliances, n.e.s., and electrical parts thereof"
6,85,8.40457676485799,85 - Footwear
6,81,6.43935611967109,"81 - Sanitary, plumbing, heating, lighting fixtures and fittings, n.e.s."
6,97,85.0939168837177,"97 - Gold, non-monetary (excluding gold ores and concentrates)"
6,96,0.204704499900648,"96 - Coin (other than gold coin), not being legal tender"
6,67,65.5932044182844,67 - Iron and steel
6,69,55.4995944597315,"69 - Manufactures of metals, n.e.s."
6,72,136.728935580496,72 - Machinery specialized for particular industries
6,71,104.750330113189,71 - Power generating machinery and equipment
6,74,157.697584875673,"74 - General industrial machinery and equipment, n.e.s., and parts of, n.e.s."
6,75,73.917742725811,75 - Office machines and automatic data processing equipment
6,73,17.9495985978514,73 - Metalworking machinery
6,76,56.3695499586892,"76 - Telecommunications, sound recording and reproducing equipment"
6,79,54.6382937531112,79 - Other transport equipment
6,78,113.903136920841,78 - Road vehicles (including air-cushion vehicles)
6,95,2.65483853389798,"95 - Armoured fighting vehicles, war firearms, ammunition, parts, n.e.s."
6,82,16.9785575025434,82 - Furniture and parts thereof
