hs6,dimension,score,sitc2,sitc2_label
120100,1,0.695008255847075,,
120210,1,0.0330298501308819,,
120220,1,0.0730896481463869,,
120300,1,0.00478643211185831,22,22 - Oil seeds and oleaginous fruit
120400,1,0.0133834800737928,22,22 - Oil seeds and oleaginous fruit
120510,1,1.66683651597219,22,22 - Oil seeds and oleaginous fruit
120590,1,0.383178408338846,22,22 - Oil seeds and oleaginous fruit
120600,1,1.40661331259394,22,22 - Oil seeds and oleaginous fruit
120720,1,0.00155460061495379,,
120740,1,0.0127883582876718,22,22 - Oil seeds and oleaginous fruit
120750,1,0.0261174167624243,22,22 - Oil seeds and oleaginous fruit
120791,1,0.0693625461381444,22,22 - Oil seeds and oleaginous fruit
120799,1,0.0907764216454703,22,22 - Oil seeds and oleaginous fruit
120810,1,0.222987093630438,22,22 - Oil seeds and oleaginous fruit
120890,1,0.0128185942590069,22,22 - Oil seeds and oleaginous fruit
